job_title,company_name,job_posted,job_description,job_link
Senior Backend Developer - RUST,NorthBay Solutions,1 week ago,"We are looking for a talented and experienced Senior Backend Developer with a strong command of Rust and its ecosystem to join our dynamic development team. The ideal candidate will possess a deep understanding of the entire web development process, from design to deployment, and experience across multiple programming languages such as Java, Nodejs, PHP, and Python, and a good understanding of frontend and mobile technologies such as React and React Native. The successful candidate will play a crucial role in our development team, demonstrating strong verbal and written communication skills in English for effective collaboration with both technical and non-technical stakeholders.Requirements:At-least 5 years of professional software development experience with at least 1 - 2 years of hands on experience in Rust.Strong proficiency in one or more of the followingJava (Spring Boot)Node.js / Express .Net / .Net coreSolid understanding of systems-level concepts, async programming, memory safety, and performance optimizationProven experience developing and consuming RESTful APIs.Familiarity with front-end and mobile languages (e.g. React, React Native, Tailwind CSS)Experience building:Microservices or RESTful APIWebAssembly appsTech stack & Tools:Rust (Actix, Axum, Rocket, Tokio)SQLx, SeaORM, Serde, Clap, ReqwestExperience with Git, Contanerization and CICD pipelinesExperience with AWS cloud platform and its servicesStrong verbal and written communication skills in English for both technical and non-technical audiences.In-depth understanding of the entire web development process (design, development, and deployment)Familiar with SQL/NoSQL database (e.g. PostgreSQL, MySQL, MongoDB) and experience with database optimization Excellent problem-solving skills and ability to work in a fast-paced environment.MS / BSc degree in Computer Science or relevant field Attention to detail, curiosity, perceptiveness, and patience.Independence, accountability for assigned tasks, and effective time management.Experience working in Agile or Scrum environments.Responsibilities:Lead the design and development of complex features and systems, ensuring scalability, security, and maintainability.Build and optimize RESTful APIs and microservices to support frontend and mobile applications.Ensure high code quality through best practices such as CI/CD, code reviews, and secure coding standards.Refactor and modernize legacy systems while introducing new tools, frameworks, and techniques.Collaborate with cross-functional teams including product, design, frontend, and mobile developers.Identify, assess, and mitigate technical risks early in the project lifecycle.Embrace a consulting mindset by translating technical requirements into business solutions and proposing scalable, efficient approaches.Mentor junior developers and contribute to internal process and workflow improvements.Continuously explore and adopt new technologies to improve product scalability and performance.Assist in the development and improvement of team processes and workflows to enhance productivity and code quality.",https://pk.linkedin.com/jobs/view/senior-backend-developer-rust-at-northbay-solutions-4265992942?trk=public_jobs_topcard-title
Senior Backend Engineer (Python/JAVA),dubizzle,2 days ago,"As a Mid/Senior Backend Engineer you will liaises with the other backend and frontend engineers within your product stream, the QA team, the design team and your Tech Team Leads. As a senior member of the team, you will be responsible for advancing our development stack and ensuring scale as we grow to millions of monthly active users across many countries.In this role, you will: Hit the ground running - Gather up-to-date and in-depth understanding of the dubizzle code base and technologies stack within weeks; Lead planning sessions around new product features, deliver detailed roll-out/roll-back strategies for releases Research and apply industry trends as part of your daily work; Create unit tests in accordance with our established standards to cover assigned work; Write and maintain exemplary code following dubizzle's programming practices; Actively contribute in post-release maintenance issues; Develop elegant solutions for complex problems; Pioneer reliability and efficiency of our current code base, platforms and/or core systems; Impact on the direction and scope of dubizzle's technical vision within your stream; Work in a mentoring capacity within a peer-programming environment and provide guidance on tasks, irrespective of complexity or scale; Code review all major pull requests, defining programming standards and providing constructive feedback Design and delivery of multiple REST based APIs and previous exposure to Service Oriented Architecture; Capacity to push back requirements when incomplete; Handle the entire software development life cycle, end to end; Lead product planning meetings and architect solutions within your stream; Liaises with the other back end engineers within your product stream, the QA team, design team and your Tech Team Lead; Liaise with other tech teams to share innovations from your stream Requirements 5+ years of professional back-end software engineering experience; Python preferred; Experience with Cloud hosted infrastructure and Technologies; AWS preferred; Prior experience with Kubernetes & Docker will earn you brownie points; Experience working on high-traffic and large-scale web products is preferred; Experience with web infrastructure, SOA, distributed systems, performance analysis, search infrastructure; Been on at least one ""death march"" and know exactly why some things are to be avoided; Strong understanding of design patterns including asynchronous programming, queuing, logging, security and persistence; Mastery of different caching layers and strategies including memcached; Good understanding of build process management and continuous integration; Mastery of testing methodologies (unit tests, component tests, integration tests, etc.); Excellent communication & interpersonal skills; This is an absolute must, we have heated debates around complicated subjects and you will be expected to lead conversations around them",https://pk.linkedin.com/jobs/view/senior-backend-engineer-python-java-at-dubizzle-4185213634?trk=public_jobs_topcard-title
Sr Shopify Developer - Full Stack,Codup,2 weeks ago,"Codup is now an official Shopify Plus Partner, and we’re growing our Shopify team!Join us to build high-impact B2B commerce experiences for US & global clients, engineer advanced Shopify Plus solutions, and mentor the next wave of developers — all from our office in Karachi.🔥 What You’ll Do✅ Build & customize complex Shopify Plus stores for B2B commerce✅ Develop private/public Shopify apps, integrate with ERPs, CRMs, logistics & more✅ Engineer headless Shopify experiences with Hydrogen, Remix & React✅ Lead site speed audits, enforce code standards, and optimize performance✅ Mentor developers, share best practices & keep our engineering quality top-notch✅ Jump into client demos & technical consults with PMs🛠 Tech StackShopify Plus, Liquid, Shopify CLI, PolarisReact, Hydrogen, Remix, Node.js, JavaScript (ES6+), GraphQLTailwind, Figma, Bitbucket, JiraExploring server less, Gadget & evolving B2B-focused tools🎯 What We’re Looking For✔ Expert in Shopify Plus (themes, Liquid, app integrations, B2B features)✔ Strong JavaScript​: React, Node.js, GraphQL, ES6+✔ Experience with headless commerce (Hydrogen / Remix)✔ Git versioning, clean documented code, solid architecture sense✔ Excellent communicator, mentor & quick POC builder✔ Thrives on ownership, detail & timely delivery✨ Nice to Haves💡 B2B commerce background💡 Familiarity with Rust or server less architectures💡 Passion for exploring modern eCommerce tech like Gadget & Shopify extensions🌟 Why Codup?Shape our growing Shopify Plus practice, work on cutting-edge headless & B2B projects, mentor teams, and build your career with us in a collaborative environment that truly values ownership & quality.📍 Location🖥 Full-time, on-site in Karachi, Pakistan🚀 Ready to shape the future of Shopify?Apply now or drop us a message — let’s build something extraordinary.Powered by JazzHRHlJRFPEHWD",https://pk.linkedin.com/jobs/view/sr-shopify-developer-full-stack-at-codup-4263487663?trk=public_jobs_topcard-title
Angular Backend Developer,Kodev Global Pvt. Ltd,,"Company Description Kodev Global Pvt. Ltd. is a business technology company specializing in Fintech technology through its global partners. The company is engaged in AI-based solution development, mobile applications, solution designing, and consulting services. Kodev Global delivers innovative technology solutions to meet the specific needs of its clients. Role Description This is a remote contract role for an Angular Backend Developer. The Angular Backend Developer will be responsible for developing and maintaining backend services, integrating with ERP systems, designing business processes, and performing advanced analytics. The role involves working closely with cross-functional teams to ensure seamless implementation of business solutions. Qualifications Experience with Business Process and Analytical SkillsKnowledge of ERP Implementations and Enterprise Resource Planning (ERP)Understanding of Finance-related conceptsStrong problem-solving skillsExcellent communication and collaboration skillsAbility to work independently and remotelyBachelor's degree in Computer Science, Information Technology, or related fieldPrevious experience in the Fintech industry is a plus",https://pk.linkedin.com/jobs/view/angular-backend-developer-at-kodev-global-pvt-ltd-4270830292?trk=public_jobs_topcard-title
Software Engineer,NCR Atleos,1 week ago,"About NCR AtleosNCR Atleos, headquartered in Atlanta, is a leader in expanding financial access. Our dedicated 20,000 employees optimize the branch, improve operational efficiency and maximize self-service availability for financial institutions and retailers across the globe.Overall DescriptionJob Duties for Software Engineer IITeam member operates with minimal to no supervision in many areas while they still may need some direction in others, especially more complex work. Generally, work is done on a sub-system or well-defined feature within a product road-map. Typical Experience Range:4 to 7 yearsTypical Education:Bachelor’s Degree in a Technical DisciplineFunctional CompetenciesRequired Skills:Have professional experience of developing applications in client server/ n-tier architecture using .Net Technologies like ASP.Net, C#.Net, C++,ADO.Net and XML Web Services. Experience and demonstrated knowledge with RESTful servicesExperience and demonstrated knowledge with SQL and any RDBMs e.g. Oracle, SQL Server. Knowledge of distributed source version control system (such as Git, BitBucket, etc.) will be considered as an advantageAbility to manage multiple tasks and priorities and delivering on tough deadlines. Ability and willingness to travel on international assignments. Have professional experience of developing crystal reports. Experience in implementing distributed architecture using HADOOP. Experience in the implementation of TLS 1.2 protocolExperience in designing user interfaces using Angular,React and EmberExperience of developing dashboards using Microsoft Power BI tools Experience in working on Web servers like IIS 6.0, 7.0Expert level skills in debugging techniquesSkilled in problem solving and troubleshooting with proven ability to enhance and improve existing procedures and practicesContinuous ImprovementConsults with own & other teams to collect feedback on work practicesRecommends new industry-leading practices to improve productivity & efficiencyReviews code to address issues, using root cause analyses to eliminate them in futureSeeks out novel & efficient ways of working to develop solutions & products that add value to customersQuality Design & AssuranceAble to communicate operational definition of ‘quality’ to ensure all teams have clear expectations and standards of excellenceEnsures existing processes are followed, identifies new processes as necessary to meet standards of excellence criteriaWorks to eliminate critical and high priority defects, ensuring acceptance criteria are metUnderstands operational, technical, and functional needs of the product and reviews test cases to deliver a positive end-user experienceSoftware Design & DevelopmentConsults with internal & external stakeholders to gather understanding of domain, customer & strategic requirementsEffectively translates requirements & user stories into SW design, recognizing where gaps in understanding exist that can impact building of codeDesigns beyond scope if necessary to build right solutionEvaluates options for re-use of existing SW to accelerate or improve product deliverySoftware Engineering Best PracticesMaintains a deep understanding of the SW development life cycleSeeks out knowledge and training to remain current on best practices and technologiesUtilizes knowledge of engineering best practices to ensure quality throughout the software development life cycleProposes modifications to the life cycle based on lessons learnedUnderstands industry standards and best practices for quality testing and determines the best way to apply them within the organizationTrouble ShootingAnalyzes customers’ problems & develops testable theories to diagnose solution / product code issuesUtilizes range of strategies, techniques & tools to investigate possible resolutions to solve issuesDetermines best possible solution for increasingly complex problems, quickly implementing solution to reduce downtime for customer. Offers of employment are conditional upon passage of screening criteria applicable to the job.EEO StatementNCR Atleos is an equal-opportunity employer. It is NCR Atleos policy to hire, train, promote, and pay associates based on their job-related qualifications, ability, and performance, without regard to race, color, creed, religion, national origin, citizenship status, sex, sexual orientation, gender identity/expression, pregnancy, marital status, age, mental or physical disability, genetic information, medical condition, military or veteran status, or any other factor protected by law.Statement to Third Party AgenciesTo ALL recruitment agencies: NCR Atleos only accepts resumes from agencies on the NCR Atleos preferred supplier list. Please do not forward resumes to our applicant tracking system, NCR Atleos employees, or any NCR Atleos facility. NCR Atleos is not responsible for any fees or charges associated with unsolicited resumes.",https://pk.linkedin.com/jobs/view/software-engineer-at-ncr-atleos-4239962418?trk=public_jobs_topcard-title
Principle Software Engineer (Frontend),Dubizzle Labs,5 days ago,"dubizzle ""Squads"" are high performing x-functional teams set with a mission to provide win-win exchanges for our beloved users. We believe engineers are central to the problem discovery process, which is why we let teams own the ""what and how"" of their respective missions.We are here to bring on digital disruption and to build the best platform the Middle East has ever seen!As a Principle Software Engineer (Frontend) you will liaises with the other backend and frontend engineers within your product stream, the QA team, the design team and your Tech Team Leads. As a senior member of the team, you will be responsible for advancing our development stack and ensuring scale as we grow to millions of monthly active users across many countries.In This Role, You WillWork closely with other teams from the early stages of design all the way through identifying and resolving production issues, and handling the complete SDLC.Support a wide range of products focusing on automation, availability and performance, and above all reliability as well as supporting mobile engineers and business intelligence leading up to, during and after each sprint.Live true to our ambitions of building an industry-leading platform which is relentlessly focussed on innovation.Develop elegant solutions for complex problems;Write and maintain exemplary code following dubizzle’s programming practices;Gain a detailed understanding of the complete architecture of our product and the position of your product stream in it;Work in a mentoring capacity within a peer-programming environment and provide guidance on tasks, irrespective of complexity or scale;RequirementsBachelors in Computer Science or a related field6+ years of experience in Javascript and client-side technologies;4+ years of production level experience in ReactAbility to build apps in ReactHave used one state management library e.g. Redux extensivelyAbility to profile and optimize a React application performance wiseGood understanding of at least one MVC frameworksSome understanding of build tools like Webpack and package management tools like Yarn & NPM;Excellent communication & interpersonal skills. This is an absolute must. We have heated debates around complicated subjects and you will be expected to defend your points of view.Ability to prioritise tasks and quickly adjust in a rapidly changing environmentPlus point: Have used Server Side Rendering with React",https://pk.linkedin.com/jobs/view/principle-software-engineer-frontend-at-dubizzle-labs-4161103197?trk=public_jobs_topcard-title
PHP Developer WordPress Plugins,TeamUpdraft,4 weeks ago,"If you're an ambitious and highly competent Web Developer with PHP, JS, JQuery and WordPress experience then keep reading.We're TeamUpdraft, the compeny behind UpdraftPlus, WP-Optimize, All-In-One-Security and others. Our plugins are used by over 6 million websites worldwide.We are looking for skilled and competent PHP WordPress Developers to further develop our suite of plugins and systems.The day-to-day role:Collaborate with others on our codebase to implement new features, bug fixes and improvementsWork in JavaScript, PHP, and WordPress libraries to write clean, efficient and secure codeWrite inline documentation for your codeTest and produce testing guides for your codeManage your own time to fulfil your tasksResearch / debug problems on your own or in collaboration with other developers and our support teamYour exact responsibilities will depend on your experience, how this fits with other members of the team and subject to discussion and agreement!RequirementsYou'll definitely need experience with:JavaScript & JQuery - an essential part of UpdraftCentralPHP - the core language of WordPress and strong skills in this area is essentialWordPress plugin development or solutions built around WordPressIt would be nice if you also have experience with: GitHub / GitLab / Git - nice to have, but can be learnt quickly by good developers used to alternatives like SVNPrefetching data and optimizing plugin performance If we've captured your interest, we would love to hear from you.BenefitsWork from home (or away)Our team works from wherever suits them best, across every continent (except Antarctica).If you're based in the United Kingdom, you're welcome to join us at any time in our co-working space in Newport, Wales. You may also be invited to join the team at annual WordCamp events in Europe, Asia or the US. We also connect online through 1:1s, team meetings, and monthly company updates.Flexible workingThis isn't your average 9.00 am - 5.00 pm.Whether you're looking for freelance, employed, part-time, full-time, permanent or contract, we'll flex and bend for the right candidate.",https://pk.linkedin.com/jobs/view/php-developer-wordpress-plugins-at-teamupdraft-4259010101?trk=public_jobs_topcard-title
Senior PHP Full Stack Developer,Contour Software,4 weeks ago,"About ContourContour Software has grown from a dozen people to over 2,000 staff across 3 cities, in less than 14 years.As a subsidiary of Constellation Software Inc., we are proud to be part of a global enterprise software conglomerate that has grown to become one of the top 10 software companies in the world, with employees and customers in 100+ countries. With a broad-based and ever-growing portfolio of market-leading, vertical-market enterprise solutions covering more than 100 industry domains in predominantly mature markets, CSI's recipe creates the perfect environment for professionals to build fulfilling, long-term careers.What started as an R&D & Accounting back-office, has progressed into a full-service Global Centre serving all functions and departments, at the divisional as well as operating group/corporate level. Today Contour employees, located in Karachi, Lahore & Islamabad, are serving CSI divisions located in time zones spanning the globe, from Sydney to Vancouver. With the global growth of Constellation as the wind in our sails, we are only just getting started!The DivisionNavarik builds software that streamlines and secures the global movement of commodities. Our platform is trusted by major energy companies to manage mission-critical logistics and inspection workflows. We operate at the intersection of data, operations, and global trade — and we’re proud to build software that actually moves the world.The RoleA Senior Developer can confidently take ownership of meaningful product features — from concept to deployment. They work closely with product designers and stakeholders, often acting as the sole developer on new features. They also mentor and provide technical resource for more junior developers, helping raise the bar for the entire team.Senior Developers are comfortable balancing autonomy with alignment, making architectural choices while staying collaborative. This is a role for someone who thrives on shipping real things, solving tricky problems, and helping others grow.Duties And Responsibilities Own the full implementation of substantial product features or services Collaborate with designers and product owners to shape functionality from idea to release Write clean, maintainable, well-documented code in our core stack: PHP, Oracle SQL, TypeScript, and React Contribute to system design discussions and architecture decisions Review code and provide thoughtful feedback to peers and junior developers Help troubleshoot and resolve production issues when needed Drive technical improvements and participate in evolving our engineering practices Become familiar with new technologies such as AI and consider where they may be relevant to our applications and internal processesRequired Skills And Experience Deep expertise in at least one of our core technologies (PHP, Oracle SQL, TypeScript, React) Basic proficiency in at least one additional programming environment (comfortable learning or switching contexts when needed) Proven ability to independently deliver complete, production-ready features Strong understanding of software design, scalability, and maintainability At least 5–8 years of experience as a professional developer, ideally with some time spent in enterprise, SaaS, or platform environments Capable of mentoring and supporting junior developers through constructive feedback Clear, concise communicator — able to align with team goals and articulate technical decisions Experienced with agile work processesGood To Have Experience working with Oracle Cloud Infrastructure (OCI) Familiarity with legacy system modernization Experience in commodities, logistics, or inspection industries Comfort with CI/CD, observability, or DevOps practicesExciting Benefits We OfferMarket-leading SalaryMedical Coverage – Self & DependentsParents Medical CoverageProvident FundEmployee Performance-based bonusesHome Internet SubsidyConveyance AllowanceProfit Sharing Plan [Tenured Employees Only]Life BenefitChild Care FacilityCompany Provided Lunch/DinnerProfessional Development BudgetRecreational area for in-house gamesSporadic On-shore training opportunitiesFriendly work environmentLeave EncashmentDisclaimer: At Contour, we attribute our success to the unique contributions of our diverse staff. We’re committed to fostering a culture of respect that thrives on the varied perspectives and experiences of all individuals we recruit, employ, promote, and compensate. Since day one, we’ve adhered to a policy that champions a work environment honoring the worth and dignity of each person while being free from all forms of employment discrimination.In our continuous effort to promote inclusivity, we extend our commitment to individuals with special needs by providing reasonable accommodations. We actively encourage qualified individuals with special needs to apply for the various openings within our company. Should you require assistance in completing the application process or have any inquiries regarding special facilities, please do not hesitate to contact our HR team. Your unique talents and abilities are welcomed and valued here.",https://pk.linkedin.com/jobs/view/senior-php-full-stack-developer-at-contour-software-4258441593?trk=public_jobs_topcard-title
Senior AI/ML Engineer,Nanosoft Technologies,1 day ago,"Job Title: SR. AI/ML DEVELOPERCompany: Nanosoft Technologies (Client)Experience: 5+ YearsJob Type: RemoteAbout the Role We’re looking for a Senior AI/ML Developer who can lead the design and implementation of production-grade machine learning solutions for our clients. You’ll work on a wide variety of projects—LLMs, recommendation systems, predictive analytics, computer vision, and more. Responsibilities · Develop and deploy machine learning models that power client solutions · Collaborate with cross-functional teams—engineering, product, and design · Architect scalable ML pipelines using modern tools and cloud platforms · Lead technical discussions and mentor junior ML engineers · Stay on top of AI trends and evaluate how to apply them in real-world use cases · Proficiency in Python, PyTorch/Tensor Flow, and ML libraries · Experience with cloud services like AWS, GCP, or Azure · Familiarity with MLOps tools (e.g., MLflow, Docker, Airflow) Requirements: · 5+ years of experience in AI/ML development · Solid understanding of statistics, algorithms, and model evaluation · Consulting or agency experience is a big plusInterested candidates can apply at alvina.shehreen@nanosofttek.com#AIMLEngineers #AIMLDevelopers #Pytorch #Python #MLOps #jobs #opportunities",https://pk.linkedin.com/jobs/view/senior-ai-ml-engineer-at-nanosoft-technologies-4270172630?trk=public_jobs_topcard-title
Senior Software Quality Assurance Engineer,ITKnocks,1 week ago,"July 15, 2025 Karachi HybridExperience: 3 - 4 YearsQualifications: Bachelor's DegreeSkills: Dynamics 365 Business Central, Azure DevOps, JIRA, Selenium, PostmanCategory: PermanentAbout ITKnocksAt ITKnocks, we help businesses transform and scale with the power of Microsoft Dynamics 365 and the Power Platform. With teams across Australia and Pakistan, we work on diverse, enterprise-grade projects across multiple industries.We are expanding our offshore delivery capability and are currently looking for a Senior Software Quality Assurance Engineer to join our Karachi team. You’ll play a key role in the technical execution of D365 Business Central projects delivered from our offshore office in collaboration with our onshore consulting team in Sydney.What You’ll DoCollaborate with cross-functional teams, including business stakeholders, developers, and business analysts, to define test requirements and clarify the acceptance criteria.Collaborate with developers to facilitate the resolution of identified issues and drive continuous improvement in the development process.Identify, document, and track software defects to ensure timely resolution and prevent recurrence.Create and maintain test data and test environments for accurate and reliable test execution.Conduct regression testing to ensure the stability of existing functionalities after application changes or updates.Stay up to date with the latest industry trends and best practices in software testing and automation.Contribute to the improvement of QA processes, methodologies, and tools to enhance efficiency and effectiveness.What You BringA bachelor’s degree or master’s degree in a related field.Minimum 3-4 years of experience in software quality assurance with a strong emphasis on test design and executionTesting experience with Dynamics 365 Business Central or any other ERP is a must.Experience with Azure DevOps and/or JIRA is a must.Experience with automation tools such as Playwright, Selenium or Postman for API testing is highly desirable.Excellent organisational, attention to detail, and investigation skills.Strong troubleshooting, analytical, & problem-solving skills with attention to detail.Excellent English communication and interpersonal skills.Strong written and verbal communication skills, working with software development teamsExperience in designing, developing, and executing robust test strategies, testing frameworks, test plans and test cases.Well-versed with testing concepts, methodologies, and hands-on experience in test design, test execution, and test reporting in an agile environment. Why Join ITKnocks?Work on global enterprise projects with an experienced onshore teamCollaborative, professional, and growth-driven environmentCompetitive compensation and benefitsLong-term career pathway and training opportunities Apply NowFull Name *Email *Phone *Afghanistan (‫افغانستان‬‎)+93Albania (Shqipëri)+355Algeria (‫الجزائر‬‎)+213American Samoa+1Andorra+376Angola+244Anguilla+1Antigua and Barbuda+1Argentina+54Armenia (Հայաստան)+374Aruba+297Australia+61Austria (Österreich)+43Azerbaijan (Azərbaycan)+994Bahamas+1Bahrain (‫البحرين‬‎)+973Bangladesh (বাংলাদেশ)+880Barbados+1Belarus (Беларусь)+375Belgium (België)+32Belize+501Benin (Bénin)+229Bermuda+1Bhutan (འབྲུག)+975Bolivia+591Bosnia and Herzegovina (Босна и Херцеговина)+387Botswana+267Brazil (Brasil)+55British Indian Ocean Territory+246British Virgin Islands+1Brunei+673Bulgaria (България)+359Burkina Faso+226Burundi (Uburundi)+257Cambodia (កម្ពុជា)+855Cameroon (Cameroun)+237Canada+1Cape Verde (Kabu Verdi)+238Caribbean Netherlands+599Cayman Islands+1Central African Republic (République centrafricaine)+236Chad (Tchad)+235Chile+56China (中国)+86Christmas Island+61Cocos (Keeling) Islands+61Colombia+57Comoros (‫جزر القمر‬‎)+269Congo (DRC) (Jamhuri ya Kidemokrasia ya Kongo)+243Congo (Republic) (Congo-Brazzaville)+242Cook Islands+682Costa Rica+506Côte d’Ivoire+225Croatia (Hrvatska)+385Cuba+53Curaçao+599Cyprus (Κύπρος)+357Czech Republic (Česká republika)+420Denmark (Danmark)+45Djibouti+253Dominica+1Dominican Republic (República Dominicana)+1Ecuador+593Egypt (‫مصر‬‎)+20El Salvador+503Equatorial Guinea (Guinea Ecuatorial)+240Eritrea+291Estonia (Eesti)+372Ethiopia+251Falkland Islands (Islas Malvinas)+500Faroe Islands (Føroyar)+298Fiji+679Finland (Suomi)+358France+33French Guiana (Guyane française)+594French Polynesia (Polynésie française)+689Gabon+241Gambia+220Georgia (საქართველო)+995Germany (Deutschland)+49Ghana (Gaana)+233Gibraltar+350Greece (Ελλάδα)+30Greenland (Kalaallit Nunaat)+299Grenada+1Guadeloupe+590Guam+1Guatemala+502Guernsey+44Guinea (Guinée)+224Guinea-Bissau (Guiné Bissau)+245Guyana+592Haiti+509Honduras+504Hong Kong (香港)+852Hungary (Magyarország)+36Iceland (Ísland)+354India (भारत)+91Indonesia+62Iran (‫ایران‬‎)+98Iraq (‫العراق‬‎)+964Ireland+353Isle of Man+44Israel (‫ישראל‬‎)+972Italy (Italia)+39Jamaica+1Japan (日本)+81Jersey+44Jordan (‫الأردن‬‎)+962Kazakhstan (Казахстан)+7Kenya+254Kiribati+686Kosovo+383Kuwait (‫الكويت‬‎)+965Kyrgyzstan (Кыргызстан)+996Laos (ລາວ)+856Latvia (Latvija)+371Lebanon (‫لبنان‬‎)+961Lesotho+266Liberia+231Libya (‫ليبيا‬‎)+218Liechtenstein+423Lithuania (Lietuva)+370Luxembourg+352Macau (澳門)+853Macedonia (FYROM) (Македонија)+389Madagascar (Madagasikara)+261Malawi+265Malaysia+60Maldives+960Mali+223Malta+356Marshall Islands+692Martinique+596Mauritania (‫موريتانيا‬‎)+222Mauritius (Moris)+230Mayotte+262Mexico (México)+52Micronesia+691Moldova (Republica Moldova)+373Monaco+377Mongolia (Монгол)+976Montenegro (Crna Gora)+382Montserrat+1Morocco (‫المغرب‬‎)+212Mozambique (Moçambique)+258Myanmar (Burma) (မြန်မာ)+95Namibia (Namibië)+264Nauru+674Nepal (नेपाल)+977Netherlands (Nederland)+31New Caledonia (Nouvelle-Calédonie)+687New Zealand+64Nicaragua+505Niger (Nijar)+227Nigeria+234Niue+683Norfolk Island+672North Korea (조선 민주주의 인민 공화국)+850Northern Mariana Islands+1Norway (Norge)+47Oman (‫عُمان‬‎)+968Pakistan (‫پاکستان‬‎)+92Palau+680Palestine (‫فلسطين‬‎)+970Panama (Panamá)+507Papua New Guinea+675Paraguay+595Peru (Perú)+51Philippines+63Poland (Polska)+48Portugal+351Puerto Rico+1Qatar (‫قطر‬‎)+974Réunion (La Réunion)+262Romania (România)+40Russia (Россия)+7Rwanda+250Saint Barthélemy+590Saint Helena+290Saint Kitts and Nevis+1Saint Lucia+1Saint Martin (Saint-Martin (partie française))+590Saint Pierre and Miquelon (Saint-Pierre-et-Miquelon)+508Saint Vincent and the Grenadines+1Samoa+685San Marino+378São Tomé and Príncipe (São Tomé e Príncipe)+239Saudi Arabia (‫المملكة العربية السعودية‬‎)+966Senegal (Sénégal)+221Serbia (Србија)+381Seychelles+248Sierra Leone+232Singapore+65Sint Maarten+1Slovakia (Slovensko)+421Slovenia (Slovenija)+386Solomon Islands+677Somalia (Soomaaliya)+252South Africa+27South Korea (대한민국)+82South Sudan (‫جنوب السودان‬‎)+211Spain (España)+34Sri Lanka (ශ්‍රී ලංකාව)+94Sudan (‫السودان‬‎)+249Suriname+597Svalbard and Jan Mayen+47Swaziland+268Sweden (Sverige)+46Switzerland (Schweiz)+41Syria (‫سوريا‬‎)+963Taiwan (台灣)+886Tajikistan+992Tanzania+255Thailand (ไทย)+66Timor-Leste+670Togo+228Tokelau+690Tonga+676Trinidad and Tobago+1Tunisia (‫تونس‬‎)+216Turkey (Türkiye)+90Turkmenistan+993Turks and Caicos Islands+1Tuvalu+688U.S. Virgin Islands+1Uganda+256Ukraine (Україна)+380United Arab Emirates (‫الإمارات العربية المتحدة‬‎)+971United Kingdom+44United States+1Uruguay+598Uzbekistan (Oʻzbekiston)+998Vanuatu+678Vatican City (Città del Vaticano)+39Venezuela+58Vietnam (Việt Nam)+84Wallis and Futuna (Wallis-et-Futuna)+681Western Sahara (‫الصحراء الغربية‬‎)+212Yemen (‫اليمن‬‎)+967Zambia+260Zimbabwe+263Åland Islands+358Current Organisation *Current Designation *Upload Resume *Drop your file here or click here to upload You can upload up to 1 files.Years of Experience *Current Salary *Expected Salary *Notice Period *LinkedIn Profile *How did you find out about itknocks.com? *LinkedInIndeedSocial MediaFriendOthersPhoneMail your resume to hr@itknocks.com",https://pk.linkedin.com/jobs/view/senior-software-quality-assurance-engineer-at-itknocks-4266686836?trk=public_jobs_topcard-title
